,company_name,old,total_employees,cities,type,industry,rating
18299,Kotak Mahindra Prime, 28 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Nbfc,3-4
18300,Thermax Limited, 58 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Industrial Machinery,4-5
18301,Akzo Nobel India, 85 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Chemicals,4-5
18302,Bosch, 138 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Auto Components,4-5
18303,Shriram Housing Finance, 14 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Financial Services,3-4
18304,KSK Mahanadi Power Company, 23 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Power,3-4
18305,Vogo Automotive, 8 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18306,Bosch, 138 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Auto Components,4-5
18307,Palred Online Technologies, 25 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18308,Vedantu, 13 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Indian Unicorn,Edtech,3-4
18309,Mishra Dhatu Nigam, 48 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Metals & Mining,4-5
18310,Isthara, 7 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18311,Shree Cement, 45 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Building Material,3-4
18312,Xiaomi, 14 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Consumer Electronics & Appliances,3-4
18313,VRL Logistics, 41 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Public,Logistics,3-4
18314,HungerBox, 8 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18315,LEAP India Private Limited, 11 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Packaging,4-5
18316,Softsol, 31 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18317,Yum!, 27 years old , 501-1k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Hospitality,4-5
18318,Shell Infotech, 22 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,4-5
18319,Cisco, 40 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Public,Hardware & Networking,4-5
18320,Sundaram Finance, 70 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Nbfc,4-5
18321,Rapido, 9 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18322,Rane Brake Lining, 60 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Auto Components,4-5
18323,Nestle, 65 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Food Processing,4-5
18324,UPL, 55 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Agro Chemicals,4-5
18325,Coastal Projects, 29 years old , 5k-10k Employees (Global) ,Hyderabad / Secunderabad,Public,Engineering & Construction,3-4
18326,Sony, 30 years old , 1k-5k Employees ,Sonipat,Public,Consumer Electronics & Appliances,4-5
18327,Pi DATACENTERS, 10 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,It Services & Consulting,3-4
18328,Panasonic, 106 years old , 1k-5k Employees ,Gurgaon / Gurugram,Forbes Global 2000,Consumer Electronics & Appliances,4-5
18329,Bharat Petroleum, 72 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Fortune India 500,Oil & Gas,4-5
18330,Sony, 30 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Consumer Electronics & Appliances,4-5
18331,Prime Focus, 27 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Animation & Vfx,3-4
18332,Pi DATACENTERS, 10 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,It Services & Consulting,3-4
18333,LEAD School, 11 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Indian Unicorn,Edtech,3-4
18334,Vijayasri Organics, 38 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Pharma,4-5
18335,BrightCHAMPS, 4 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Edtech,3-4
18336,TTEC Digital Analytics India, 42 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Bpo,3-4
18337,Katerra, 9 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Engineering & Construction,3-4
18338,AlgonoX Technologies, 9 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18339,Facebook, 20 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Internet,4-5
18340,Godrej Group, 127 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Public,Chemicals,3-4
18341,Future Supply Chain Solutions, 18 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Logistics,4-5
18342,EffiaSoft, 12 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,It Services & Consulting,4-5
18343,Virtusa Software Services, 28 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18344,Aster Dm Healthcare, 37 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Healthcare,3-4
18345,Future Supply Chain Solutions, 18 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Logistics,4-5
18346,Godrej Group, 127 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Public,Chemicals,3-4
18347,Verisk Analytics, 53 years old , 501-1k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,It Services & Consulting,3-4
18348,BharatPe, 6 years old , 201-500 Employees ,Hyderabad / Secunderabad,Indian Unicorn,Fintech,3-4
18349,Facebook, 20 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Internet,4-5
18350,EffiaSoft, 12 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,It Services & Consulting,4-5
18351,Virtusa Software Services, 28 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18352,PULSUS HealthTech Group, 40 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Printing & Publishing,3-4
18353,3F Industries, 64 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Food Processing,3-4
18354,PULSUS HealthTech Group, 40 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Printing & Publishing,3-4
18355,Hero MotoCorp, 40 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Automobile,4-5
18356,Patanjali Ayurved, 18 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Fortune India 500,Fmcg,3-4
18357,Emcure Pharmaceuticals, 43 years old , 5k-10k Employees ,Pune,Fortune India 500,Pharma,3-4
18358,Rallis India, 76 years old , 1k-5k Employees ,Pune,Public,Agro Chemicals,4-5
18359,Sathavahana Ispat, 35 years old , 501-1k Employees ,Ballari,Public,Iron & Steel,3-4
18360,Railtel Corporation Of India, 24 years old , 1k-5k Employees ,Pune,Public,Hardware & Networking,3-4
18361,PaySafe India, 28 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Fintech,3-4
18362,Sathavahana Ispat, 35 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Iron & Steel,3-4
18363,Railtel Corporation Of India, 24 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Hardware & Networking,3-4
18364,Emcure Pharmaceuticals, 43 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Fortune India 500,Pharma,3-4
18365,Rallis India, 76 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Agro Chemicals,4-5
18366,Hitachi, 114 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Industrial Machinery,4-5
18367,H&M, 77 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Fashion & Textile,3-4
18368,Army Ordnance Corps, 249 years old , 11-50 Employees ,Hyderabad / Secunderabad,Public,Defence & Aerospace,4-5
18369,Fraazo, 8 years old , 201-500 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18370,Clariant Chemicals, 29 years old , 1k-5k Employees ,Pune,Public,Chemicals,4-5
18371,H&M, 77 years old , 1k-5k Employees ,Pune,Forbes Global 2000,Fashion & Textile,3-4
18372,NeoGrowth Credit, 11 years old , 501-1k Employees ,Pune,Startup,Nbfc,3-4
18373,Karvy Innotech, 12 years old , 501-1k Employees ,Pune,Public,It Services & Consulting,3-4
18374,Zee Entertainment Enterprises, 32 years old , 1k-5k Employees ,Pune,Public,Media & Entertainment,3-4
18375,Sun TV Network, 31 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Media & Entertainment,3-4
18376,Tata Hitachi Construction Machinery, 25 years old , 1k-5k Employees ,Pune,Fortune India 500,Industrial Machinery,4-5
18377,Sobha, 29 years old , 1k-5k Employees ,Pune,Public,Real Estate,3-4
18378,Trident Group, 34 years old , 10k-50k Employees ,Pune,Public,Fashion & Textile,3-4
18379,Atos, 27 years old , 10k-50k Employees ,Pune,Forbes Global 2000,It Services & Consulting,3-4
18380,NexGen Technologies, 27 years old , 51-200 Employees (Global) ,Pune,Public,Internet,4-5
18381,Welspun Global Brands, 24 years old , 10k-50k Employees (Global) ,Hyderabad / Secunderabad,Public,Fashion & Textile,3-4
18382,Securitas, 90 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Law Enforcement & Security,3-4
18383,Turvo, 10 years old , 201-500 Employees ,Hyderabad / Secunderabad,Startup,Logistics,2-3
18384,Simhapuri Energy, 19 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Power,4-5
18385,Airtel Payments Bank, 8 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Fintech,4-5
18386,Athena Global Technologies, 32 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18387,SYSKA LED Lights, 12 years old , 1k-5k Employees (Global) ,Hyderabad / Secunderabad,Startup,Consumer Electronics & Appliances,2-3
18388,Shodhana Laboratories, 24 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,Pharma,3-4
18389,National Mineral Development Corporation, 66 years old , 5k-10k Employees (Global) ,Hyderabad / Secunderabad,Public,Metals & Mining,4-5
18390,Mapmygenome- Genetic Testing/Counseling, 12 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,Biotechnology,2-3
18391,ThyssenKrupp Industries India, 77 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Conglomerate,Industrial Machinery,4-5
18392,Principal Global Services, 18 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Insurance,4-5
18393,Bajaj Auto, 79 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Automobile,3-4
18394,Alphageo, 37 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,Oil & Gas,3-4
18395,B2B Software Technologies, 24 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,4-5
18396,Bank of India, 118 years old , 50k-1 Lakh Employees ,Hyderabad / Secunderabad,Fortune India 500,Banking,3-4
18397,TVS Electronics, 38 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Consumer Electronics & Appliances,3-4
18398,Pantaloons, 27 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Fashion & Textile,4-5
18399,Inox Leisure, 25 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Media & Entertainment,4-5
18400,Aviva Life Insurance India, 328 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Insurance,3-4
18401,Wockhardt, 25 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Pharma,3-4
18402,Vishnu Chemicals, 34 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Chemicals / Agri Inputs,3-4
18403,V-Trans, 66 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Logistics,4-5
18404,PNB Housing Finance, 36 years old , 1k-5k Employees ,Delhi/Ncr,Public,Financial Services,3-4
18405,Intas Pharmaceuticals, 47 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Fortune India 500,Pharma,4-5
18406,FirstCry, 14 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Indian Unicorn,Retail,3-4
18407,Kakatiya Cement Sugar & Industries, 45 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Building Material,3-4
18408,bhanzu, 4 years old , 201-500 Employees ,Hyderabad / Secunderabad,Startup,Education & Training,3-4
18409,GVK Group, 32 years old , 50k-1 Lakh Employees ,Hyderabad / Secunderabad,Public,Engineering & Construction,3-4
18410,Fiserv, 40 years old , 5k-10k Employees ,Pune,Forbes Global 2000,Fintech,3-4
18411,Escorts Kubota Limited, 80 years old , 1k-5k Employees ,Aurangabad,Public,Automobile,4-5
18412,PolicyBazaar, 16 years old , 10k-50k Employees ,Aurangabad,Public,Internet,3-4
18413,Suryalakshmi Cotton Mills, 62 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Fashion & Textile,3-4
18414,TeraSoftware, 30 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18415,Apollo Microsystems, 39 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,Consumer Electronics & Appliances,3-4
18416,Raymond, 99 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Fashion & Textile,4-5
18417,DHL Express, 45 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Conglomerate,Logistics,4-5
18418,South Indian Bank, 95 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Banking,3-4
18419,Housing.com, 12 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18420,Whitehat jr, 6 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Startup,Edtech,3-4
18421,Federal Bank, 93 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Public,Banking,3-4
18422,Cure foods, 8 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Fitness & Wellness,3-4
18423,UTI Technology Services, 31 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18424,Tata Motors Finance, 67 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Conglomerate,Nbfc,4-5
18425,Lodha group, 44 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Fortune India 500,Real Estate,4-5
18426,Manjeera Constructions, 37 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Real Estate,3-4
18427,Easy Quick Web, 3 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,It Services & Consulting,4-5
18428,Reliance Smart, 18 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Retail,4-5
18429,Saint-Gobain, 359 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Building Material,3-4
18430,Mondelez International, 12 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Food Processing,4-5
18431,Jain Irrigation Systems, 61 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Agriculture,3-4
18432,LIC Housing Finance, 35 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Nbfc,3-4
18433,Diageo, 27 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Beverage,3-4
18434,National Informatics Centre, 48 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Government,Central,4-5
18435,GlaxoSmithKline Consumer Healthcare, 24 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Pharma,4-5
18436,TVS Sundram Fasteners, 62 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Auto Components,3-4
18437,National Informatics Centre, 48 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Government,Central,4-5
18438,TVS Sundram Fasteners, 62 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Auto Components,3-4
18439,Harsha Toyota, 87 years old , 201-500 Employees (Global) ,Hyderabad / Secunderabad,Public,Automobile,4-5
18440,LetsTransport, 9 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Logistics,3-4
18441,Mercedes-Benz Research & Development India, 28 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18442,Greenlam Industries, 11 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Building Material,4-5
18443,Apollo Tyres, 52 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Auto Components,4-5
18444,NIIT, 43 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Education & Training,3-4
18445,Chiripal Poly Films, 12 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Packaging,4-5
18446,Vigocare, 6 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18447,United Spirits, 27 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Beverage,3-4
18448,Lanco Infratech, 38 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Engineering & Construction,4-5
18449,Kirloskar Brothers, 136 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Industrial Machinery,4-5
18450,Kendriya Vidyalaya Sangathan, 61 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Public,Education & Training,4-5
18451,RLabs Enterprise Services, 11 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Recruitment,3-4
18452,VIP Industries, 53 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Retail,3-4
18453,Ola Electric Mobility, 7 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Indian Unicorn,Automobile,3-4
18454,Cygni Energy, 10 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Power,4-5
18455,Bristol-Myers Squibb, 137 years old , 201-500 Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Pharma,4-5
18456,Coca-Cola Company, 138 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Beverage,4-5
18457,TCI Express, 28 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Logistics,3-4
18458,Srei Equipment Finance, 35 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Financial Services,4-5
18459,Sheela Foam, 53 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Furniture & Furnishing,4-5
18460,Kesoram Industries, 105 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Auto Components,3-4
18461,Chiripal Poly Films, 12 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Packaging,4-5
18462,Kirloskar Brothers, 136 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Industrial Machinery,4-5
18463,Vigocare, 6 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18464,United Spirits, 27 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Beverage,3-4
18465,Lanco Infratech, 38 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Engineering & Construction,4-5
18466,Aleor Dermaceuticals, 8 years old , 51-200 Employees ,Hyderabad / Secunderabad,Public,Pharma,3-4
18467,Dr. Agarwal's Eye Hospital, 67 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Healthcare,3-4
18468,Pristyn Care, 6 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Indian Unicorn,Healthcare,3-4
18469,Wilco Source, 10 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,It Services & Consulting,3-4
18470,Kernex Micro Systems, 33 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18471,Onward Technologies Inc, 33 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Software Product,3-4
18472,Tv18 Broadcast, 28 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Media & Entertainment,4-5
18473,ZTE Corporation, 21 years old , 201-500 Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Telecom,3-4
18474,CenturyPly, 38 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Furniture & Furnishing,3-4
18475,Rapidue Technologies, 7 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,It Services & Consulting,3-4
18476,Smartron India, 11 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Financial Services,3-4
18477,Eunimart, 8 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,It Services & Consulting,2-3
18478,Nilkamal, 43 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Furniture & Furnishing,3-4
18479,Parker Hannifin, 107 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Defence & Aerospace,3-4
18480,TTK Prestige, 69 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Consumer Electronics & Appliances,3-4
18481,Ajanta Pharma, 51 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Pharma,4-5
18482,Torrent Pharmaceuticals, 53 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Public,Pharma,3-4
18483,Ingram Micro, 45 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Conglomerate,It Services & Consulting,3-4
18484,Thales, 24 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,It Services & Consulting,3-4
18485,Patanjali Foods, 38 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Fmcg,3-4
18486,Redington, 25 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Hardware & Networking,3-4
18487,Cos Global, 3 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,Software Product,4-5
18488,Torrent Pharmaceuticals, 53 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Public,Pharma,3-4
18489,Thales, 24 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,It Services & Consulting,3-4
18490,Ingram Micro, 45 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Conglomerate,It Services & Consulting,3-4
18491,Air India Engineering Services, 20 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Industrial Machinery,3-4
18492,Ajanta Pharma, 51 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Pharma,4-5
18493,Tata Steel, 117 years old , 1 Lakh+ Employees ,Hyderabad / Secunderabad,Public,Iron & Steel,4-5
18494,Transport Corporation Of India, 66 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Logistics,4-5
18495,Drogo Drones, 3 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Emerging Technologies,3-4
18496,Philips, 94 years old , 5k-10k Employees ,New Delhi,Forbes Global 2000,Consumer Electronics & Appliances,3-4
18497,Milkbasket, 9 years old , 501-1k Employees ,New Delhi,Startup,Internet,3-4
18498,CredRight, 8 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Fintech,4-5
18499,Nuvoco Vistas, 25 years old , 1k-5k Employees ,New Delhi,Fortune India 500,Building Material,4-5
18500,JK Tyres, 73 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Fortune India 500,Auto Components,3-4
18501,TCNS Clothing Company, 23 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Fashion & Textile,4-5
18502,LOREAL, 33 years old , 1k-5k Employees ,Pune,Forbes Global 2000,Beauty & Personal Care,4-5
18503,Nuvoco Vistas, 25 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Fortune India 500,Building Material,4-5
18504,JK Tyres, 73 years old , 1k-5k Employees ,Pune,Fortune India 500,Auto Components,3-4
18505,Celigo, 13 years old , 51-200 Employees (Global) ,Hyderabad / Secunderabad,Startup,Software Product,3-4
18506,Uflex, 39 years old , 5k-10k Employees ,Pune,Public,Packaging,3-4
18507,AccorHotels, 57 years old , 5k-10k Employees ,Pune,Forbes Global 2000,Hospitality,4-5
18508,Ester Industries, 39 years old , 501-1k Employees ,Khatima,Public,Chemicals / Agri Inputs,4-5
18509,National Small Industries Corporation, 69 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Government,Central,3-4
18510,Power Grid Corporation of India, 35 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Fortune India 500,Power,4-5
18511,Can Fin Homes, 37 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Nbfc,3-4
18512,International Travel House, 43 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Hospitality,4-5
18513,InCred Finance, 8 years old , 1k-5k Employees ,Mumbai,Indian Unicorn,Nbfc,3-4
18514,Jeevan Scientific Technology, 25 years old , 51-200 Employees ,Hyderabad/Secunderabad,Public,Healthcare,3-4
18515,Zoomcar, 12 years old , 1k-5k Employees ,Bangalore,Startup,Internet,3-4
18516,Bharat IT Services, 28 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18517,GrabOn, 11 years old , 51-200 Employees ,Hyderabad / Secunderabad,Startup,Internet,3-4
18518,Dr Lal PathLabs, 75 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Healthcare,4-5
18519,Coupa Software Inc, 18 years old , 501-1k Employees ,San Mateo,Public,It Services & Consulting,3-4
18520,Concorde Motors, 52 years old , 501-1k Employees (Global) ,Hyderabad / Secunderabad,Public,Automobile,4-5
18521,Shivashakthi Group of Companies, 28 years old , 1k-5k Employees (Global) ,Hyderabad / Secunderabad,Public,Agro Chemicals,4-5
18522,Numbermall, 12 years old , 11-50 Employees ,Hyderabad / Secunderabad,Startup,Internet,4-5
18523,DISH TV, 21 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Broadcasting,3-4
18524,myGate, 8 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Startup,Law Enforcement & Security,3-4
18525,ITSource Technologies, 26 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18526,Apollo Munich Health Insurance, 17 years old , 1k-5k Employees ,Ahmedabad,Public,Financial Services,3-4
18527,Sri Chaitanya Schools, 38 years old , 11-50 Employees ,Hyderabad / Secunderabad,Public,Education & Training,3-4
18528,Godfrey Phillips India, 91 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,Fmcg,4-5
18529,FDC, 84 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Pharma,4-5
18530,HARMAN, 15 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Public,Consumer Electronics & Appliances,3-4
18531,DISH TV, 21 years old , 201-500 Employees ,Hyderabad / Secunderabad,Public,Broadcasting,3-4
18532,PayPal, 26 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Forbes Global 2000,Fintech,3-4
18533,Kalyan Jewellers, 31 years old , 5k-10k Employees ,Hyderabad / Secunderabad,Fortune India 500,Jewellery,4-5
18534,Avanse Financial Services, 12 years old , 501-1k Employees ,Pune,Startup,Financial Services,3-4
18535,JK Tech, 30 years old , 501-1k Employees ,Pune,Public,It Services & Consulting,3-4
18536,PI Industries, 77 years old , 1k-5k Employees ,Pune,Public,Agro Chemicals,4-5
18537,Suzlon Group, 29 years old , 5k-10k Employees ,Pune,Public,Power,4-5
18538,Macleods Pharmaceuticals, 38 years old , 10k-50k Employees ,Pune,Public,Pharma,3-4
18539,Macleods Pharmaceuticals, 38 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Public,Pharma,3-4
18540,Sasken, 35 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18541,The Indian Hume Pipe Co., 98 years old , 1k-5k Employees ,Hyderabad / Secunderabad,Public,Building Material,4-5
18542,Avanse Financial Services, 12 years old , 501-1k Employees ,Hyderabad / Secunderabad,Startup,Financial Services,3-4
18543,JK Tech, 30 years old , 501-1k Employees ,Hyderabad / Secunderabad,Public,It Services & Consulting,3-4
18544,Adani Group, 36 years old , 10k-50k Employees ,Hyderabad / Secunderabad,Public,Power,3-4
